Ano,D.Y,P/L,PEG RATIO,P/VP,EV/EBITDA,EV/EBIT,P/EBITDA,P/EBIT,VPA,P/ATIVO,LPA,P/SR,P/CAP.GIRO,P/ATIVO CIRC. LIQ.,Dív. líquida/PL,Dív. líquida/EBITDA,Dív. líquida/EBIT,PL/Ativos,Passivos/Ativos,Liq. corrente,M. Bruta,M. EBITDA,M. EBIT,M. Líquida,ROE,ROA,ROIC,Giro ativos,CAGR Receitas 5 anos,CAGR Lucros 5 anos,Ticker,Tipo
2017,-%,"0,82","-0,01","0,48",-,"3,73",-,"0,81","14,16","0,12","8,27","0,11","-52,46","-0,20","1,55",-,"2,63","0,25","0,72","0,99","18,36%",-%,"13,18%","13,02%","58,42%","14,37%","9,46%","1,10","4,69%","44,69%",CEDO4,acoes
2016,-%,"-0,20","0,00","0,48",-,-,-,"-0,36","5,89","0,05","-14,03","0,06","-0,42","-0,09","3,89",-,"-2,89","0,11","0,85","0,76","8,69%",-%,"-15,65%","-27,74%","-238,26%","-26,61%","-26,18%","0,96","-0,83%",-%,CEDO4,acoes
2015,-%,-,-,-,-,-,-,-,"19,92",-,"-9,31",-,-,-,"1,12",-,"-3,84","0,34","0,62","0,95","4,18%",-%,"-14,67%","-23,49%","-46,76%","-15,90%","-13,66%","0,68","-4,32%",-%,CEDO4,acoes
2014,"2,06%","-10,07","0,06","0,33",-,"29,17",-,"7,66","29,23","0,14","-0,96","0,17","3,69","-0,22","0,96",-,"22,09","0,43","0,54","1,12","14,07%",-%,"2,24%","-1,71%","-3,29%","-1,41%","1,56%","0,83","9,52%",-%,CEDO4,acoes
2013,"6,22%","8,65","-28,93","0,37",-,-,-,"2,84","30,39","0,16","1,30","0,19","2,69","-0,27","0,85",-,"6,54","0,44","0,52","1,18","18,85%",-%,"6,79%","2,23%","4,28%","1,88%","5,40%","0,85",-%,-%,CEDO4,acoes
ATUAL,"0,78%","40,96","-1,31","0,51","29,55","30,12","12,07","12,30","14,30","0,16","0,18","0,62","0,84","-0,29","0,74","17,48","17,82","0,32","0,67","1,82","24,49%","5,15%","5,05%","1,52%","1,25%","0,40%","0,99%","0,26","4,17%",-%,RDNI3,acoes
2021,"0,10%","52,74","0,11","0,72","43,34","46,30","21,08","22,52","14,26","0,23","0,19","0,94","0,93","-0,45","0,76","22,25","23,77","0,32","0,67","2,03","24,90%","4,47%","4,19%","1,79%","1,36%","0,44%","0,51%","0,24","4,17%",-%,RDNI3,acoes
2020,"0,08%","344,48",-,"0,82","168,68","71,91","98,11","41,82","14,11","0,32","0,03","1,61","1,73","-0,52","0,59","70,57","30,08","0,39","0,60","1,97","21,11%","1,64%","3,85%","0,47%","0,24%","0,09%","0,29%","0,20","-10,68%","-26,18%",RDNI3,acoes
2019,-%,"428,72",-,"1,12","165,56","116,64","115,06","81,07","14,09","0,48","0,04","2,16","1,69","-0,81","0,49","50,49","35,58","0,43","0,57","3,14","26,29%","1,87%","2,66%","0,50%","0,26%","0,11%","-0,03%","0,22","-14,86%","-52,76%",RDNI3,acoes
2018,-%,"-9,23","0,13","0,39",-,"-13,69",-,"-7,05","14,06","0,20","-0,60","1,32","0,96","-0,34","0,37",-,"-6,64","0,52","0,47","2,11","22,21%",-%,"-18,71%","-14,29%","-4,24%","-2,19%","-4,34%","0,15","-24,69%",-%,RDNI3,acoes
2017,-%,"-2,89","-0,13","0,42",-,"-5,91",-,"-3,19","14,65","0,23","-2,13","0,93","1,22","-0,48","0,36",-,"-2,72","0,55","0,44","1,58","3,93%",-%,"-29,14%","-32,17%","-14,53%","-8,03%","-9,79%","0,25","-21,32%",-%,RDNI3,acoes
2016,"4,35%","-3,15","0,00","0,32",-,"-9,79",-,"-3,52","16,78","0,15","-1,73","0,62","0,43","-0,36","0,58",-,"-6,27","0,47","0,52","2,51","9,85%",-%,"-17,57%","-19,62%","-10,31%","-4,80%","-6,01%","0,24","-12,36%",-%,RDNI3,acoes
2015,"8,57%","29,33","-0,33","0,24",-,"72,35",-,"28,80","18,49","0,12","0,15","0,36","0,29","-0,35","0,37",-,"43,55","0,48","0,50","2,44","29,46%",-%,"1,23%","1,21%","0,82%","0,40%","-0,97%","0,33","-4,60%","-37,65%",RDNI3,acoes
2014,"5,35%","6,96","-0,22","0,57",-,"8,40",-,"5,95","17,09","0,24","1,41","0,67","0,58","-0,82","0,24",-,"2,45","0,42","0,54","2,42","29,45%",-%,"11,19%","9,57%","8,24%","3,46%","3,42%","0,36","8,92%","19,76%",RDNI3,acoes
2013,"8,30%","6,33","0,33","0,76",-,"5,98",-,"4,03","17,24","0,30","2,07","0,84","0,63","-1,26","0,37",-,"1,96","0,39","0,56","2,57","31,95%",-%,"20,98%","13,34%","12,00%","4,66%","7,61%","0,35","13,29%","3,93%",RDNI3,acoes
ATUAL,-%,"0,11","0,00","-0,01","4,11","12,41","0,12","0,35","-279,17","0,03","31,97","0,08","-0,04","-0,06",-,"3,93","11,86","-2,14","3,14","0,41","46,85%","69,30%","22,97%","69,63%","-11,45%","24,56%","-7,50%","0,35","-44,82%",-%,SLED4,acoes
2021,-%,"0,24","0,00","-0,02","5,47","31,14","0,23","1,30","-275,36","0,05","25,50","0,13","-0,13","-0,07",-,"5,14","29,27","-2,02","3,02","0,50","39,77%","55,52%","9,76%","51,98%","-9,26%","18,73%","-3,66%","0,36","-44,82%",-%,SLED4,acoes
2020,-%,"-0,10",-,"-0,07","-0,87","-0,79","-0,12","-0,11","-8,60","0,12","-6,62","0,16","-0,59","-0,22",-,"-0,72","-0,65","-1,64","2,64","0,68","30,89%","-139,61%","-155,25%","-170,34%","-76,98%","-125,93%","142,46%","0,74","-32,61%",-%,SLED4,acoes
2019,-%,"-0,18",-,"-0,33","-1,20","-1,08","-0,13","-0,11","-6,47","0,07","-11,91","0,09","-1,91","-0,09",-,"-1,02","-0,92","-0,20","1,20","0,89","29,79%","-67,71%","-75,15%","-47,49%","-184,19%","-37,32%","-165,40%","0,79","-18,14%",-%,SLED4,acoes
2018,"20,00%","-0,19","0,00","0,48",-,"-0,66",-,"-0,28","4,53","0,06","-11,30","0,04","-0,18","-0,12","0,64",-,"-0,38","0,12","0,88","0,60","28,50%",-%,"-14,23%","-20,87%","-249,56%","-30,83%","-84,67%","1,48","-7,58%",-%,SLED4,acoes
2017,"4,25%","-2,18","-0,49","0,27",-,"-19,36",-,"-5,94","15,81","0,08","-1,95","0,07","0,51","-0,26","0,59",-,"-13,04","0,30","0,70","1,30","33,32%",-%,"-1,11%","-3,02%","-12,32%","-3,72%","-5,02%","1,23","-2,16%",-%,SLED4,acoes
2016,-%,"-1,99","0,01","0,20",-,"-79,11",-,"-20,76","18,42","0,07","-1,87","0,06","0,32","-0,28","0,44",-,"-45,67","0,37","0,63","1,47","34,20%",-%,"-0,27%","-2,87%","-10,13%","-3,73%","-1,40%","1,30","-1,66%",-%,SLED4,acoes
2015,"17,98%","1,50","0,00","0,27",-,-,-,"-1,41","18,34","0,08","3,28","0,08","0,36","-0,38","0,93",-,"-4,88","0,30","0,70","1,64","31,70%",-%,"-5,63%","5,29%","17,87%","5,35%","-11,25%","1,01","2,53%","8,96%",SLED4,acoes
2014,"13,75%","32,06","-0,57","0,39",-,"18,08",-,"4,37","16,52","0,10","0,20","0,10","0,47","-0,43","1,11",-,"12,45","0,25","0,75","1,37","35,39%",-%,"2,32%","0,32%","1,22%","0,31%","1,97%","0,97","7,85%","-35,48%",SLED4,acoes
2013,"3,40%","57,03","-0,69","1,44",-,"22,55",-,"15,12","18,03","0,56","0,46","0,35","1,86","-1,97","0,82",-,"8,60","0,39","0,61","1,73","42,14%",-%,"2,29%","0,61%","2,53%","0,98%","4,82%","1,62",-%,-%,SLED4,acoes
ATUAL,-%,"-0,17","0,00","-0,06","-1,71","-1,69","-0,14","-0,14","-41,13","0,06","-14,96","2,25","-0,05","-0,11",-,"-1,57","-1,55","-0,90","1,90","0,31","-196,81%","-1.616,17%","-1.641,88%","-1.303,60%","-36,36%","-32,83%","177,44%","0,03","-35,64%",-%,RSID3,acoes
2021,-%,"-0,85","0,00","-0,22","-2,82","-2,80","-0,61","-0,60","-42,22","0,13","-11,12","2,73","-0,14","-0,20",-,"-2,22","-2,20","-0,57","1,57","0,27","-23,02%","-450,22%","-454,57%","-320,93%","-26,33%","-15,05%","255,28%","0,05","-35,64%",-%,RSID3,acoes
2020,-%,"7,61",-,"-0,21","-2,52","-2,48","-0,30","-0,30","-31,11","0,07","0,87","1,49","-0,09","-0,11",-,"-2,21","-2,18","-0,33","1,34","0,33","44,54%","-492,58%","-499,55%","19,62%","-2,80%","0,92%","-132,00%","0,05","-42,64%",-%,RSID3,acoes
2019,-%,"-0,50",-,"-0,29","-5,38","-5,24","-0,54","-0,53","-31,98","0,08","-18,14","2,57","-0,18","-0,13",-,"-4,84","-4,71","-0,27","1,28","0,49","-4,26%","-474,07%","-487,20%","-511,79%","-56,71%","-15,36%","-33,75%","0,03","-48,12%",-%,RSID3,acoes
2018,-%,"-0,15","0,00","-0,38",-,"-3,71",-,"-0,21","-13,84","0,04","-35,80","0,61","0,35","-0,07",-,-,"-3,50","-0,09","1,10","1,26","-23,01%",-%,"-294,80%","-412,88%","-258,61%","-24,15%","-32,27%","0,06","-41,29%",-%,RSID3,acoes
2017,-%,"-0,36","0,01","0,33",-,"-4,20",-,"-0,28","21,96","0,03","-19,76","0,38","-0,23","-0,05","4,54",-,"-3,92","0,10","0,90","0,73","-21,00%",-%,"-133,67%","-103,95%","-89,99%","-8,83%","-20,74%","0,08","-30,47%",-%,RSID3,acoes
2016,-%,"-0,09","0,01","0,06",-,"-6,49",-,"-0,15","41,66","0,01","-29,99","0,09","-0,07","-0,02","2,77",-,"-6,34","0,15","0,85","0,75","6,48%",-%,"-58,02%","-95,61%","-71,98%","-10,68%","-11,27%","0,11","-28,29%",-%,RSID3,acoes
2015,-%,"-0,10","0,01","0,04",-,"-5,32",-,"-0,16","14,30","0,01","-6,51","0,04","-0,06","-0,02","1,40",-,"-5,15","0,23","0,76","0,70","11,43%",-%,"-27,18%","-45,51%","-45,52%","-10,61%","-11,03%","0,23","-12,20%",-%,RSID3,acoes
2014,-%,"-2,35","0,00","0,82",-,"-10,03",-,"-4,10","4,13","0,21","-1,44","0,90","-244,20","-0,41","1,18",-,"-5,93","0,26","0,73","1,00","12,53%",-%,"-21,91%","-38,31%","-34,94%","-9,12%","-9,34%","0,24","3,20%",-%,RSID3,acoes
2013,-%,"21,29","-0,18","0,37",-,"17,77",-,"4,48","5,58","0,12","0,10","0,41","0,67","-0,29","1,08",-,"13,28","0,32","0,68","1,47","18,79%",-%,"9,14%","1,93%","1,72%","0,54%","2,61%","0,28",-%,-%,RSID3,acoes
ATUAL,-%,"-0,11","0,00","-0,09",-,"3,86",-,"0,65","-298,68","0,05","-240,61","0,09","-0,05","-0,08",-,-,"3,23","-0,59","1,59","0,25","36,42%",-%,"13,74%","-83,87%","-80,56%","-47,52%","-19,50%","0,57","10,41%",-%,MNDL3,acoes
2021,-%,"-0,15","0,00","-0,12",-,"3,99",-,"0,91","-291,91","0,07","-230,88","0,13","-0,07","-0,10",-,-,"3,08","-0,58","1,58","0,26","36,60%",-%,"13,82%","-82,86%","-79,09%","-45,88%","-19,05%","0,55","10,41%",-%,MNDL3,acoes
2020,-%,"-6,92",-,"-0,41",-,"5,19",-,"1,28","-61,60","0,06","-3,61","0,12","-0,10","-0,08",-,-,"3,91","-0,14","1,14","0,34","33,68%",-%,"9,39%","-1,74%","-5,86%","-0,81%","91,13%","0,46","4,94%",-%,MNDL3,acoes
2019,-%,"-8,41",-,"-0,60","4,16","5,17","1,27","1,57","-58,59","0,08","-4,18","0,18","-0,14","-0,11",-,"2,89","3,59","-0,14","1,14","0,29","33,66%","14,15%","11,39%","-2,13%","-7,13%","-1,00%","90,38%","0,47","5,04%",-%,MNDL3,acoes
2018,-%,"21,86","-0,21","-0,50","3,68","4,56","0,96","1,20","-54,30","0,07","1,24","0,14","-0,11","-0,09",-,"2,71","3,36","-0,13","1,13","0,28","34,18%","14,77%","11,91%","0,65%","-2,27%","0,30%","96,61%","0,46","2,78%","-7,83%",MNDL3,acoes
2017,-%,"-0,71","-0,01","-0,41","4,77","7,05","1,35","1,99","-56,13","0,06","-31,92","0,13","-0,10","-0,07",-,"3,42","5,06","-0,14","1,14","0,27","34,49%","9,60%","6,50%","-18,11%","-56,86%","-8,09%","-355,58%","0,45","3,49%",-%,MNDL3,acoes
2016,-%,"-0,63","0,03","-0,43","2,37","3,04","0,43","0,55","-24,38","0,03","-16,64","0,06","-0,08","-0,04",-,"1,94","2,50","-0,06","1,06","0,41","32,62%","14,49%","11,27%","-9,80%","-68,23%","-4,33%","74,18%","0,44","2,98%",-%,MNDL3,acoes
2015,-%,"-0,29","0,00","-0,70","5,47","11,21","0,58","1,18","-8,55","0,02","-20,97","0,04","-0,07","-0,02",-,"4,89","10,03","-0,02","1,02","0,48","32,68%","6,36%","3,10%","-12,87%","-245,21%","-5,86%","2,68%","0,46","2,03%",-%,MNDL3,acoes
2014,-%,"-0,64","0,00","2,46","7,37","18,06","0,93","2,29","3,04","0,02","-11,66","0,05","-0,12","-0,03","16,97","6,44","15,77","0,01","0,99","0,55","33,09%","5,23%","2,13%","-7,61%","-383,38%","-3,52%","-11,23%","0,46","5,71%",-%,MNDL3,acoes
2013,-%,"5,92","-0,03","0,75","3,31","4,25","0,50","0,65","14,74","0,03","1,86","0,07","-0,14","-0,04","4,15","2,81","3,60","0,04","0,96","0,51","35,11%","13,19%","10,29%","1,12%","12,60%","0,49%","20,49%","0,44","5,83%","-9,00%",MNDL3,acoes
ATUAL,"18,54%","5,16","0,04","1,64","3,40","3,87","3,63","4,13","13,82","0,96","4,39","0,79","3,61","-2,17","-0,07","-0,15","-0,17","0,59","0,42","1,91","26,54%","21,86%","19,21%","15,36%","31,78%","18,61%","28,36%","1,21","11,02%","86,99%",LEVE3,acoes
2021,"4,79%","6,97","0,02","2,30","4,69","5,35","4,80","5,47","13,36","1,34","4,42","1,09","5,22","-2,95","-0,05","-0,11","-0,12","0,58","0,42","1,90","27,50%","22,77%","19,99%","15,68%","33,06%","19,27%","29,02%","1,23","11,02%","87,20%",LEVE3,acoes
2020,"0,44%","21,61",-,"2,00","8,94","13,69","9,07","13,90","10,51","0,96","0,97","1,12","4,79","-2,21","-0,03","-0,13","-0,21","0,48","0,52","1,55","26,09%","12,34%","8,06%","5,18%","9,24%","4,45%","9,37%","0,86","-0,25%","-9,13%",LEVE3,acoes
2019,"7,88%","14,27",-,"2,83","8,95","11,42","8,38","10,70","10,16","1,59","2,02","1,46","7,25","-3,00","0,19","0,57","0,72","0,56","0,44","1,87","25,35%","17,45%","13,67%","10,25%","19,87%","11,13%","17,32%","1,09","1,60%","4,48%",LEVE3,acoes
2018,"7,14%","11,05","0,48","2,38",-,"9,07",-,"8,55","10,57","1,39","2,27","1,24","5,92","-2,66","0,14",-,"0,51","0,59","0,42","1,97","26,62%",-%,"14,54%","11,25%","21,50%","12,59%","19,13%","1,12","1,60%","7,68%",LEVE3,acoes
2017,"2,39%","12,91","0,01","2,26",-,"9,98",-,"9,96","10,56","1,38","1,85","1,35","4,82","-2,63","0,01",-,"0,02","0,61","0,39","2,49","27,76%",-%,"13,58%","10,48%","17,51%","10,66%","17,06%","1,02","-0,24%","5,78%",LEVE3,acoes
2016,"3,01%","108,03","-1,23","2,16",-,"111,76",-,"102,41","9,59","1,13","0,19","1,24","4,61","-2,07","0,20",-,"9,35","0,52","0,48",-,"27,67%",-%,"1,21%","1,15%","2,03%","1,05%","-1,09%","0,91","-0,85%","-33,43%",LEVE3,acoes
2015,"6,88%","15,80","-4,64","2,46",-,"13,22",-,"11,99","10,06","1,28","1,57","1,31","7,20","-2,19","0,25",-,"1,24","0,52","0,48",-,"26,74%",-%,"10,89%","8,26%","15,57%","8,11%","10,39%","0,98","5,94%","19,40%",LEVE3,acoes
2014,"9,45%","12,92","3,93","2,03",-,"10,74",-,"9,65","10,34","1,06","1,62","1,15","5,42","-1,85","0,23",-,"1,09","0,53","0,47",-,"26,10%",-%,"11,95%","8,92%","15,47%","8,17%","11,01%","0,92","9,46%","58,70%",LEVE3,acoes
2013,"4,78%","17,45","1,40","2,56",-,"12,15",-,"11,29","10,72","1,45","1,57","1,47","5,60","-2,52","0,19",-,"0,86","0,57","0,43",-,"27,18%",-%,"13,01%","8,42%","14,66%","8,30%","12,16%","0,99",-%,-%,LEVE3,acoes
ATUAL,-%,"2,25","-0,04","-0,46","10,20","12,94","1,05","1,33","-24,39","0,11","5,01","0,12","0,38","-0,37",-,"8,45","10,72","-0,24","1,24","1,71","39,80%","11,40%","8,98%","5,31%","-20,53%","4,92%","11,87%","0,93","12,05%",-%,CTKA4,acoes
2021,-%,"1,92","-0,07","-0,82","8,62","10,34","1,37","1,64","-21,59","0,18","9,26","0,20","0,59","-0,60",-,"6,78","8,13","-0,21","1,21","1,72","40,55%","14,65%","12,21%","10,46%","-42,91%","9,12%","15,23%","0,87","12,05%",-%,CTKA4,acoes
2020,-%,"1,62",-,"-0,68","6,63","7,54","1,37","1,55","-30,85","0,26","12,97","0,34","1,00","-0,64",-,"5,12","5,81","-0,38","1,38","1,75","40,29%","25,09%","22,07%","21,18%","-42,05%","15,83%","17,69%","0,75","7,67%",-%,CTKA4,acoes
2019,-%,"-6,44",-,"-0,29","12,66","16,74","1,74","2,31","-43,93","0,21","-2,00","0,24","0,72","-0,53",-,"11,05","14,61","-0,72","1,72","1,95","40,44%","13,60%","10,29%","-3,69%","-4,56%","-3,26%","13,57%","0,89","0,27%",-%,CTKA4,acoes
2018,-%,"-0,40","0,00","-0,08",-,-,-,"0,46","-41,93","0,06","-8,49","0,07","-0,06","-0,15",-,-,"10,44","-0,76","1,76","0,35","42,99%",-%,"14,57%","-16,64%","-20,25%","-15,41%","20,04%","0,93","-1,19%",-%,CTKA4,acoes
2017,-%,"-32,98","0,33","-0,08",-,-,-,"0,39","-33,55","0,05","-0,08","0,06","-0,06","-0,12",-,-,"8,87","-0,65","1,65","0,38","39,77%",-%,"14,39%","-0,17%","-0,25%","-0,16%","-4,09%","0,96","-2,22%",-%,CTKA4,acoes
2016,-%,"-1,13","-0,01","-0,52",-,"-754,25",-,"-120,28","-3,37","0,35","-1,56","0,35","-0,37","-0,79",-,-,"-372,76","-0,67","1,67","0,37","35,72%",-%,"-0,29%","-31,03%","-46,14%","-30,70%","-0,96%","0,99","-2,57%",-%,CTKA4,acoes
2015,-%,"-0,43","0,01","-0,18",-,-,-,"1,72","-1,87","0,08","-0,80","0,08","-0,11","-0,17",-,-,"20,33","-0,42","1,42","0,44","39,30%",-%,"4,68%","-18,87%","-42,79%","-17,90%","8,21%","0,95","-6,00%",-%,CTKA4,acoes
2014,-%,"-0,05","0,00","-0,07","-6,30","-5,04","-0,14","-0,11","-4,81","0,02","-7,50","0,02","-0,04","-0,05",-,"-5,98","-4,79","-0,22","1,22","0,63","35,06%","-11,32%","-14,14%","-32,46%","-155,77%","-33,70%","-27,11%","1,04","1,35%",-%,CTKA4,acoes
2013,-%,"-0,31","0,00","-8,66","15,25","27,93","0,64","1,16","-0,09","0,03","-2,65","0,03","0,34","-0,07",-,"14,15","25,92","0,00","1,00","1,22","35,58%","5,46%","2,98%","-11,37%","-2.835,61%","-10,50%","3,21%","0,92","1,08%",-%,CTKA4,acoes
ATUAL,"10,82%","3,61","-0,01","0,65","3,34","4,48","1,17","1,58","23,40","0,17","4,20","0,16","1,32","-0,35","1,20","2,17","2,91","0,27","0,71","1,34","12,85%","13,38%","9,97%","4,35%","17,95%","4,77%","11,76%","1,09","14,96%","97,43%",MYPK3,acoes
2021,"6,55%","4,39","-0,02","0,58","3,76","5,31","1,31","1,84","26,29","0,16","3,49","0,17","1,40","-0,31","1,10","2,46","3,47","0,28","0,70","1,33","12,45%","13,20%","9,36%","3,92%","13,29%","3,70%","9,58%","0,94","14,96%","90,29%",MYPK3,acoes
2020,"4,28%","-4,85",-,"0,69","15,94","-31,93","6,44","-12,90","22,52","0,19","-3,20","0,27","2,94","-0,33","1,02","9,50","-19,03","0,28","0,69","1,19","6,45%","4,22%","-2,11%","-5,61%","-14,20%","-3,96%","-2,09%","0,71","5,05%",-%,MYPK3,acoes
2019,"0,79%","10,56",-,"1,10","5,34","8,84","3,18","5,27","21,19","0,38","2,22","0,36","4,60","-0,59","0,75","2,16","3,57","0,34","0,63","1,30","11,83%","11,18%","6,75%","3,37%","10,45%","3,60%","9,02%","1,07","11,12%","37,85%",MYPK3,acoes
2018,"3,21%","17,81","0,01","1,23","5,59","8,43","3,39","5,11","19,41","0,40","1,34","0,37","13,69","-0,65","0,80","2,20","3,32","0,32","0,65","1,08","13,71%","10,99%","7,29%","2,09%","6,89%","2,23%","8,76%","1,07","10,29%","3,40%",MYPK3,acoes
2017,"0,33%","497,54","-7,08","1,33","6,87","11,05","3,99","6,42","17,24","0,40","0,05","0,43","-263,48","-0,65","0,96","2,88","4,63","0,30","0,67","1,00","15,42%","10,66%","6,63%","0,09%","0,27%","0,08%","7,81%","0,95","8,34%","-37,45%",MYPK3,acoes
2016,"1,89%","51,37","-0,91","0,62","4,69","7,79","1,39","2,31","18,81","0,16","0,23","0,16","-7,04","-0,24","1,47","3,30","5,48","0,25","0,71","0,94","14,26%","11,68%","7,03%","0,32%","1,21%","0,31%","8,54%","0,97","18,60%","-37,37%",MYPK3,acoes
2015,"2,46%","23,64","-0,87","0,54","5,12","8,55","1,55","2,60","22,70","0,15","0,52","0,17","-3,23","-0,22","1,24","3,56","5,95","0,27","0,69","0,88","13,03%","10,97%","6,57%","0,72%","2,29%","0,62%","7,44%","0,85","25,18%","-21,36%",MYPK3,acoes
2014,"2,46%","17,08","-0,28","0,84","5,15","7,98","1,79","2,77","14,58","0,18","0,71","0,20","57,50","-0,29","1,57","3,36","5,21","0,22","0,74","1,01","13,83%","10,94%","7,07%","1,15%","4,90%","1,08%","8,33%","0,94","35,02%","4,22%",MYPK3,acoes
2013,"2,19%","14,56","0,09","2,03","6,90","10,12","3,73","5,47","12,87","0,41","1,80","0,42","6,45","-0,65","1,73","3,17","4,65","0,20","0,76","1,21","14,58%","11,30%","7,70%","2,89%","13,95%","2,82%","10,06%","0,98",-%,-%,MYPK3,acoes
ATUAL,"6,56%","10,13","0,55","1,47","11,43","14,48","14,23","18,03","4,57","1,31","0,66","2,59","2,47","-3,46","-0,28","-2,72","-3,44","0,90","0,10","7,00","42,36%","18,20%","14,37%","25,56%","14,48%","12,97%","6,50%","0,51","2,75%","-1,20%",GRND3,acoes
2021,"10,01%","12,98","0,27","1,91","13,79","16,99","16,10","19,83","4,54","1,71","0,67","3,33","2,91","-5,22","-0,27","-2,31","-2,84","0,90","0,10","8,02","43,97%","20,69%","16,80%","25,66%","14,68%","13,20%","8,03%","0,51","2,75%","-1,08%",GRND3,acoes
2020,"2,00%","18,66",-,"1,79","15,82","20,45","19,42","25,10","4,69","1,62","0,45","3,99","2,65","-5,13","-0,33","-3,60","-4,66","0,90","0,10","9,12","46,10%","20,52%","15,88%","21,36%","9,58%","8,67%","6,18%","0,41","-2,95%","-5,97%",GRND3,acoes
2019,"2,61%","22,38",-,"3,01","23,03","28,06","25,72","31,34","4,08","2,73","0,55","5,35","4,70","-7,86","-0,31","-2,69","-3,27","0,91","0,09","8,91","45,61%","20,80%","17,07%","23,90%","13,44%","12,18%","8,21%","0,51","-1,50%","0,19%",GRND3,acoes
2018,"10,84%","12,63","-1,11","2,14","11,45","13,10","14,15","16,19","3,84","1,92","0,65","3,17","2,89","-7,95","-0,41","-2,70","-3,09","0,90","0,10","7,99","47,40%","22,40%","19,58%","25,09%","16,90%","15,17%","11,79%","0,60","1,30%","6,19%",GRND3,acoes
2017,"4,40%","12,94","3,11","2,66","13,51","15,27","16,26","18,38","10,70","2,39","2,20","3,80","3,39","-11,73","-0,45","-2,74","-3,10","0,90","0,10","8,84","48,88%","23,37%","20,67%","29,35%","20,54%","18,48%","12,64%","0,63","3,65%","9,03%",GRND3,acoes
2016,"5,93%","8,33","0,55","1,81","8,97","10,27","11,56","13,23","9,72","1,62","2,11","2,59","2,38","-6,95","-0,40","-2,59","-2,96","0,90","0,10","9,05","48,73%","22,37%","19,54%","31,02%","21,71%","19,50%","11,99%","0,63","6,64%","15,74%",GRND3,acoes
2015,"4,10%","9,19","0,74","1,94","10,25","11,63","11,15","12,64","8,70","1,66","1,83","2,30","3,26","-4,45","-0,15","-0,89","-1,01","0,86","0,14","5,38","48,48%","20,63%","18,19%","25,02%","21,07%","18,10%","12,62%","0,72","6,54%","12,03%",GRND3,acoes
2014,"5,14%","9,39","0,72","1,99","9,41","10,56","10,53","11,82","7,70","1,72","1,63","2,06","2,83","-5,93","-0,21","-1,12","-1,26","0,86","0,13","6,76","45,94%","19,56%","17,44%","21,95%","21,17%","18,28%","13,99%","0,83","8,94%","12,49%",GRND3,acoes
2013,"5,42%","12,55","11,86","2,64","11,76","12,84","12,48","13,63","6,85","2,30","1,44","2,49","3,86","-8,06","-0,15","-0,72","-0,79","0,87","0,13","5,94","45,43%","19,93%","18,25%","19,82%","21,04%","18,30%","15,12%","0,92","11,84%","12,61%",GRND3,acoes
ATUAL,"6,08%","10,12","0,03","2,42","6,75","8,43","4,03","5,04","9,98","0,65","2,39","1,48","20,46","-0,83","1,63","2,72","3,40","0,27","0,73","1,18","41,43%","36,62%","29,33%","14,60%","23,92%","6,45%","12,51%","0,44","53,89%","111,18%",LCAM3,acoes
2021,"1,74%","11,92","0,07","2,43","7,89","10,18","4,90","6,32","9,68","0,65","1,97","1,84","29,75","-0,83","1,48","2,99","3,86","0,27","0,73","1,11","40,95%","37,45%","29,05%","15,40%","20,37%","5,42%","9,83%","0,35","53,89%","103,27%",LCAM3,acoes
2020,"1,26%","38,66",-,"3,56","13,82","23,61","11,24","19,20","8,23","1,03","0,76","2,67","12,30","-1,54","0,82","2,58","4,41","0,29","0,71","1,34","24,87%","23,72%","13,89%","6,90%","9,21%","2,67%","5,88%","0,39","51,17%","83,45%",LCAM3,acoes
2019,"4,04%","10,02",-,"0,87","4,76","7,57","2,67","4,24","26,16","0,31","2,27","0,71","4,02","-0,43","0,68","2,09","3,33","0,35","0,65","1,37","27,54%","26,46%","16,65%","7,05%","8,66%","3,06%","8,22%","0,43","50,13%","68,64%",LCAM3,acoes
2018,"2,43%","23,29","0,11","1,72",-,"11,59",-,"8,06","21,95","0,50","1,62","1,51","11,96","-0,74","0,75",-,"3,53","0,29","0,71","1,15","30,31%",-%,"18,73%","6,49%","7,37%","2,16%","7,64%","0,33","40,26%","63,43%",LCAM3,acoes
2017,"1,51%","20,62","0,19","2,59",-,"10,09",-,"5,58","7,43","0,52","0,93","1,14","20,98","-0,73","2,09",-,"4,51","0,20","0,80","1,09","29,40%",-%,"20,44%","5,54%","12,54%","2,53%","10,62%","0,46","19,77%","74,72%",LCAM3,acoes
2016,"10,78%","13,44","0,24","1,29",-,"6,72",-,"2,58","4,62","0,29","0,44","0,51","1,01","-0,41","2,07",-,"4,14","0,23","0,77",-,"29,01%",-%,"19,92%","3,83%","9,61%","2,17%","12,75%","0,57","14,08%","5,07%",LCAM3,acoes
2015,"6,88%","11,96","-0,48","0,68",-,"6,89",-,"1,79","5,00","0,14","0,29","0,31","8,36","-0,22","1,95",-,"5,10","0,21","0,79",-,"26,93%",-%,"17,55%","2,62%","5,70%","1,20%","9,62%","0,46","18,03%","9,95%",LCAM3,acoes
2014,"3,88%","11,18","0,21","0,90",-,"8,13",-,"2,37","4,73","0,20","0,38","0,44","1,10","-0,30","2,18",-,"5,76","0,23","0,77","2,31","27,49%",-%,"18,55%","3,94%","8,05%","1,81%","9,32%","0,46","24,30%",-%,LCAM3,acoes
